48.799951,2.127629,173.292148,140.87
48.800091,2.127458,173.539338,142.23999
48.80012,2.127424,173.591278,141.5
48.8002,2.127321,173.758261,140.22
48.800338,2.127149,174.092358,140.53
48.80043,2.12704,174.380716,141.64
48.800487,2.126972,174.564664,142.48999
48.800599,2.126836,175.15689,158.20999
48.800683,2.126733,173.515688,320.03998
48.800752,2.126646,173.689786,320.1
48.800822,2.12656,173.886965,320.05
48.800891,2.126473,174.077502,319.88998
48.800961,2.126387,174.350913,318.65
48.801031,2.126301,174.653831,318.15
48.801121,2.126188,175.043654,321.8
48.801205,2.126084,175.275386,321.32
48.801295,2.125972,175.088065,321.49
48.804853,2.127116,176.568398,20.57
48.804969,2.12718,176.539724,263.50998
48.805119,2.127271,176.018035,21.91
48.805211,2.127328,175.916361,21.76
48.805311,2.127389,176.043296,21.14
48.805408,2.127448,175.729514,20.17
48.805533,2.127526,174.960101,18.949999
48.805637,2.12759,174.470252,18.52
48.805688,2.127594,174.384014,14.99
48.805788,2.127533,174.09369,317.87
48.805861,2.127401,173.655446,313.44
48.8059,2.127378,173.402749,146.98
48.805935,2.127313,173.290022,336.09
48.80599,2.127317,173.01206,177.65999
48.806035,2.127298,173.046344,356.81998
48.806106,2.127335,172.724315,200.9
48.806173,2.127257,172.795318,322.84
48.806242,2.127183,172.733658,301.21
48.806262,2.127107,172.746863,294.46
48.806315,2.126904,173.023683,290.47998
48.806378,2.126663,172.919966,295.15
48.806411,2.126536,172.848783,295.75
48.806466,2.126327,172.970422,293.38
48.806502,2.126187,173.010244,291.84
48.806568,2.125931,172.676004,292.08
48.806608,2.125784,172.975636,291.15
48.806672,2.125532,173.879819,291.84
48.806704,2.125405,173.987353,291.47998
48.806765,2.125162,174.073491,290.38
48.806797,2.125034,174.185087,309.35
48.806822,2.124928,174.036362,290.63
48.806886,2.124651,173.945921,291.27
48.806904,2.124574,174.001393,291.16
48.806949,2.124375,174.350427,290.91
48.807024,2.124252,174.923072,296.1
48.807085,2.124185,174.882152,324.63998
48.807177,2.124154,174.419664,6.0499997
48.807272,2.124173,173.835498,22.119999
48.80737,2.124256,173.126966,46.37
48.807535,2.124314,172.850524,22.34
48.807623,2.12437,172.560146,22.34
48.807826,2.124499,172.092293,21.74
48.807908,2.124548,171.806587,22.71
48.808084,2.124652,171.191981,22.34
48.808192,2.124721,170.8851,19.18
48.808342,2.124818,171.177169,21.48
48.80848,2.124909,170.657008,22.81
48.80857,2.124939,172.264987,200.73
48.808697,2.125018,172.017439,51.19
48.808826,2.125064,171.197985,201.05
48.808957,2.125137,170.586624,202.62999
48.809082,2.125247,168.908079,321.15
48.809211,2.125275,168.840965,25.07
48.800686,2.128667,175.760962,205.62
48.800588,2.128599,175.485526,203.06999
48.800481,2.128525,175.371668,202.45
48.800362,2.128454,174.999805,202.48
48.800271,2.128402,174.776238,202.11
48.800175,2.128363,174.550041,196.97
48.800082,2.128353,174.296833,197.31
48.799969,2.128287,174.268778,18.22
48.799861,2.128213,174.120008,18.91
48.799789,2.128071,173.446871,308
48.799718,2.127909,173.102176,139.93
48.799803,2.127809,173.116699,140.45999
48.799881,2.127715,173.21293,141.01
48.800014,2.127552,173.380282,141.69
48.804723,2.131055,177.115218,190.2
48.804661,2.131025,177.110044,189.87999
48.80458,2.130994,177.155841,190.17
48.804527,2.130975,177.214198,190.83
48.80444,2.130944,177.377371,191.58
48.80428,2.130886,177.666164,192.25
48.804193,2.130853,177.800107,192.76999
48.803953,2.130757,177.540807,199.58
48.803853,2.130699,177.488693,200.84999
48.803754,2.130636,177.583366,201.87
48.803654,2.130574,177.725072,202.45999
48.803479,2.130464,178.050512,203.3
48.803388,2.130407,178.202691,203.56
48.803303,2.130353,178.354435,202.51999
48.803228,2.130306,178.439582,202.15
48.80307,2.130207,178.517337,201.37999
48.802987,2.130155,178.557215,200.89
48.802907,2.130104,178.561223,200.97
48.802728,2.129989,178.453104,202.44
48.802696,2.129932,178.477346,203.23999
48.802578,2.129843,178.421289,203.51
48.802509,2.129799,178.281474,205.81999
48.802428,2.129746,178.208766,209.75
48.802357,2.129696,178.130108,205.09999
48.802274,2.1296,179.069426,142.95999
48.80209,2.129525,177.841816,199.98999
48.802048,2.129499,177.788897,199.62
48.801905,2.129421,177.481972,198.59999
48.801816,2.12938,177.301503,200.37999
48.801716,2.129318,177.175263,201.31
48.801542,2.129211,176.994992,202.15999
48.801375,2.129108,176.778459,202.03
48.801283,2.129052,176.664571,201.89
48.8012,2.129,176.493711,201.97
48.801033,2.128897,176.148849,202.2
48.800883,2.128805,176.042483,203.12
48.800776,2.12873,175.977738,205.43
48.80948,2.125551,168.765058,214.37999
48.809534,2.125696,168.572298,302.3
48.80951,2.126023,167.937027,284.97
48.809499,2.126172,167.872112,280.75
48.809484,2.126356,167.633554,278.81
48.809462,2.126601,167.406062,276.57
48.809453,2.12676,168.251278,276.81
48.809431,2.127031,168.405397,277.06
48.80942,2.127172,168.53793,277.05
48.809408,2.127319,168.674078,276.91
48.809395,2.127468,168.825725,276.84
48.809383,2.127617,169.033873,275.16998
48.809365,2.127848,168.119448,276.68
48.809349,2.12805,168.145186,277.88
48.809338,2.128186,168.23045,277.96
48.809328,2.128321,168.291169,277.18
48.809317,2.128457,168.377628,276.71
48.809296,2.128728,168.548946,276.50998
48.809288,2.128812,168.946351,55.98
48.809264,2.129037,168.820925,115.97
48.809248,2.129218,168.803848,98.32
48.809233,2.129393,168.91197,276.97998
48.809217,2.1296,168.981381,276.81
48.809206,2.129748,168.965395,276.91998
48.809188,2.130022,168.933657,277.82
48.809183,2.130111,168.867858,307.57
48.809163,2.130375,168.788201,276.41
48.809143,2.130619,168.921057,277.22
48.809136,2.1307,168.995905,276.34
48.809111,2.130952,169.241205,273.57
48.809096,2.131148,169.481245,276.1
48.809082,2.131294,169.592307,277.09
48.809061,2.131584,169.820014,95.04
48.809049,2.13177,169.674861,95.99
48.809038,2.131933,169.598681,95.9
48.809024,2.132139,169.538786,97.079994
48.809014,2.132282,169.547428,96.159996
48.809007,2.132377,169.309976,115.59
48.808995,2.13254,169.222723,105.34
48.808982,2.132709,169.233793,93.67
48.808973,2.132831,169.323617,95.28
48.805569,2.135857,183.457696,82.84
48.80553,2.135857,181.79159,144.79
48.805514,2.135997,182.076215,357.03
48.805464,2.136031,182.201289,349.75
48.805413,2.136045,182.371425,330.16
48.805343,2.136019,182.541712,264.75998
48.805333,2.135924,182.220025,216.75
48.805321,2.13573,181.97755,262.54
48.805298,2.135528,181.647692,259.05
48.805284,2.135401,181.481322,259.94
48.805239,2.135224,181.319958,262.88998
48.805224,2.135002,181.209819,263.69998
48.805204,2.134721,181.000575,263.54
48.805194,2.134581,180.901122,263.91998
48.805174,2.134306,180.738204,264.04
48.805155,2.134037,180.589266,263.43
48.805136,2.133767,180.342653,262.82
48.805126,2.133632,180.137685,262.54
48.805108,2.133372,179.824972,263.28
48.805096,2.133222,179.617771,263.71
48.805087,2.133097,179.509177,263.43
48.805076,2.132951,179.141211,263.04
48.805061,2.13276,178.657412,263.77
48.805052,2.132636,178.484662,263.32
48.805005,2.132493,178.727891,134.95999
48.804872,2.132546,178.660976,172.48
48.80475,2.132511,178.702627,232.47
48.80471,2.132533,178.692067,200.44
48.804619,2.132486,179.018736,202.39
48.804521,2.132418,179.294121,202.03
48.804426,2.132354,179.520903,202.2
48.804335,2.132296,179.69522,202.43
48.80426,2.132249,179.806795,202.36
48.804169,2.132191,179.966637,202.14
48.804123,2.132161,180.067255,202.34
48.804069,2.132126,180.174541,202.56999
48.803975,2.132066,180.353219,201.78
48.803933,2.13204,180.432638,201.61
48.8038,2.131957,180.696932,202.61
48.8037,2.131895,180.843917,202.51
48.803609,2.131839,180.940776,201.54
48.803526,2.131787,181.106851,201.26999
48.803473,2.131754,180.635076,214.51
48.803365,2.131687,181.097953,202.62999
48.803182,2.131573,181.622781,202.81
48.803088,2.131515,181.770554,202.61
48.802999,2.131459,181.864042,202.15999
48.802827,2.131352,181.805133,202
48.802744,2.1313,181.679888,203.87999
48.80263,2.131229,181.420278,209.86
48.802588,2.131203,181.30056,211.79
48.802505,2.131151,181.090392,208.64
48.802438,2.13111,180.894221,203.9
48.802355,2.131058,180.600963,204.3
48.807645,2.132651,174.576562,203.78
48.807552,2.132597,174.575006,204.20999
48.807469,2.132548,174.746785,202.09999
48.807385,2.132499,174.892962,201.40999
48.807287,2.132442,174.448948,202.62999
48.80721,2.132395,174.205932,202.93
48.807133,2.132349,174.286869,202.92
48.807083,2.13232,174.322155,201.05
48.806974,2.132256,174.235624,201.78
48.806873,2.132196,174.140166,202.86
48.806773,2.132137,174.127397,202.76
48.806682,2.132083,174.251642,202.48999
48.806611,2.131998,175.045513,291.88998
48.806556,2.132007,174.405915,202.26999
48.806469,2.131953,174.42678,201.75
48.806383,2.131899,174.593482,202.04
48.806301,2.131847,174.750309,202.29
48.806192,2.131779,175.045428,202.20999
48.806098,2.131718,175.986033,60.829998
48.806073,2.131806,175.880489,109.07
48.806038,2.131932,175.967575,112.6
48.806013,2.132019,176.066693,112.59
48.805974,2.132158,176.192418,113.619995
48.805934,2.132305,176.376152,88.31
48.805959,2.132454,176.602709,65.72
48.805981,2.132527,176.731217,52.28
48.806066,2.1326,176.460968,22.5
48.806175,2.132664,176.362402,22.23
48.806284,2.132728,176.113098,22.689999
48.806351,2.132768,176.214434,25.849998
