48.79997543,2.12759953
48.80005582,2.12749923
48.80014037,2.12739617
48.80022811,2.12728989
48.80031786,2.12718053
48.80040801,2.12707143
48.80049719,2.12696256
48.80058654,2.12685345
48.80067241,2.12674772
48.80074798,2.12664214
48.80082338,2.12653907
48.80090859,2.12644765
48.80099454,2.12635522
48.80107229,2.12626406
48.8011391,2.12618142
48.80119301,2.12611637
48.80123242,2.12607436
48.80125794,2.12604997
48.80126837,2.12604052
48.80486558,2.1271082
48.80497265,2.12716889
48.80507576,2.12723082
48.80517364,2.12729405
48.8052661,2.12735509
48.80535084,2.12741014
48.80542612,2.12745759
48.80549495,2.12750036
48.80555891,2.12753985
48.8056197,2.12757592
48.8056827,2.12759845
48.80574561,2.1275818
48.80579824,2.12751457
48.80584225,2.12743594
48.80588053,2.12738367
48.80590643,2.12736032
48.80591128,2.12735701
48.80591488,2.12735467
48.80593302,2.12734442
48.80597309,2.12732978
48.80602986,2.1273238
48.80609228,2.1273223
48.80615832,2.12729353
48.80621848,2.12721012
48.80626946,2.12707348
48.80632278,2.12690494
48.80637597,2.12672142
48.80642608,2.1265318
48.80647541,2.12633993
48.80652553,2.12614558
48.80657759,2.1259453
48.80663067,2.12574297
48.80668216,2.12554928
48.80673024,2.12536879
48.80677415,2.12520148
48.8068138,2.12504391
48.80685285,2.12488587
48.80689452,2.12472121
48.80693611,2.12456121
48.80697386,2.12441712
48.80700622,2.1242948
48.80704511,2.12420162
48.80710382,2.12414849
48.80718145,2.12415415
48.80727592,2.12420768
48.80738873,2.12427551
48.80751325,2.12435085
48.80764649,2.12443005
48.80778645,2.12451354
48.80792723,2.1245985
48.80806377,2.12468063
48.80819303,2.12475852
48.80831743,2.12483438
48.80844011,2.12490941
48.80856195,2.12498241
48.80868701,2.12505728
48.80881661,2.12513429
48.80894737,2.12521264
48.80907315,2.12528904
48.80918958,2.12536154
48.80067813,2.12862422
48.8006781,2.12862429
48.8006781,2.12862423
48.80067811,2.1286242
48.80067812,2.12862419
48.80067813,2.12862419
48.80067813,2.12862418
48.80067811,2.12862419
48.8006781,2.12862417
48.80067809,2.12862416
48.80067807,2.12862416
48.80067812,2.12862413
48.80067814,2.1286241
48.80067816,2.12862409
48.80067815,2.12862406
48.80066863,2.12861793
